699,0693	23,6718
700,0335	10,1005
700,9977	-1,17549E-038
701,9620	-1,17549E-038
702,9262	-1,17549E-038
703,8904	-1,17549E-038
704,8547	-1,17549E-038
705,8189	5,13669
706,7831	14,4248
707,7474	19,3242
708,7116	19,9181
709,6758	16,9654
710,6401	11,8706
711,6043	10,624
712,5685	34,6478
713,5328	82,7775
714,4970	98,6876
715,4612	93,3776
716,4255	84,6822
717,3897	76,3326
718,3539	68,364
719,3182	60,1209
720,2824	50,7462
721,2466	39,4207
722,2109	26,9975
723,1751	21,8749
724,1393	35,6391
725,1036	52,9216
726,0678	59,3038
727,0320	57,7053
727,9963	52,4346
728,9605	46,3023
729,9247	40,3152
730,8890	33,3176
731,8532	23,753
732,8174	11,7941
733,7817	0,354395
734,7459	-1,17549E-038
735,7101	-1,17549E-038
736,6744	7,16764
737,6386	23,9988
738,6028	41,1752
739,5671	52,2945
740,5313	54,6233
741,4955	50,5877
742,4598	44,264
743,4240	38,3632
744,3882	33,8317
745,3525	30,5624
746,3167	28,2221
747,2809	26,8488
748,2452	26,8917
749,2094	28,6945
750,1736	31,9007
751,1379	35,043
752,1021	35,323
753,0663	29,5258
754,0306	17,4006
754,9948	3,58745
755,9590	-1,17549E-038
756,9233	-1,17549E-038
757,8875	-1,17549E-038
758,8517	-1,17549E-038
759,8160	-1,17549E-038
760,7802	3,48805
761,7444	12,7872
762,7087	20,0339
763,6729	23,4637
764,6371	23,652
765,6014	22,2766
766,5656	20,8462
767,5298	20,4273
768,4941	21,5789
769,4583	24,128
770,4225	27,1595
771,3868	29,4585
772,3510	30,0963
773,3152	28,8558
774,2795	26,4678
775,2437	24,488
776,2079	24,5178
777,1722	27,1823
778,1364	31,8495
779,1006	37,1205
780,0649	41,3408
781,0291	42,9648
781,9933	41,1001
782,9576	36,1748
783,9218	30,0888
784,8860	25,4653
785,8503	24,3931
786,8145	27,2509
787,7787	32,2255
788,7430	36,3464
789,7072	37,6165
790,6714	36,138
791,6357	33,5056
792,5999	31,6997
793,5641	32,1725
794,5284	35,0341
795,4926	38,8817
796,4568	41,8805
797,4211	43,0219
798,3853	42,3423
799,3495	40,4999
800,3138	38,39
801,2780	36,8258
802,2422	36,1386
803,2065	35,9402
804,1707	35,5107
805,1349	34,5557
806,0992	33,4535
807,0634	32,8333
808,0276	33,0879
808,9919	34,2225
809,9561	36,0109
810,9203	38,2646
811,8846	40,9988
812,8488	44,303
813,8130	47,9083
814,7773	50,8471
815,7415	51,8688
816,7057	50,5504
817,6700	47,9628
818,6342	46,3445
819,5984	48,4064
820,5627	56,376
821,5269	69,8464
822,4911	83,3298
823,4554	89,1081
824,4196	84,8743
825,3839	74,5767
826,3481	63,1557
827,3123	53,7352
828,2766	47,6182
829,2408	44,72
830,2050	43,8816
831,1693	43,489
832,1335	42,5027
833,0977	41,1773
834,0620	40,6922
835,0262	41,9649
835,9904	44,7819
836,9547	47,9457
837,9189	50,0695
838,8831	50,2909
839,8474	48,6288
840,8116	46,0395
841,7758	44,1128
842,7401	44,3062
843,7043	47,086
844,6685	51,6735
845,6328	56,5087
846,5970	59,9414
847,5612	60,8317
848,5255	58,9897
849,4897	55,243
850,4539	50,9437
851,4182	47,2039
852,3824	44,4214
853,3466	42,3489
854,3109	40,5551
855,2751	38,89
856,2393	37,5327
857,2036	36,6377
858,1678	36,0288
859,1320	35,1628
860,0963	33,3159
861,0605	30,08
862,0247	26,1199
862,9890	23,1289
863,9532	22,3463
864,9174	23,6836
865,8817	26,4435
866,8459	30,1099
867,8101	34,5096
868,7744	39,593
869,7386	45,0116
870,7028	49,7284
871,6671	52,2696
872,6313	51,7318
873,5955	48,411
874,5598	43,4405
875,5240	38,1708
876,4882	33,7955
877,4525	31,1329
878,4167	30,4843
879,3809	31,6397
880,3452	34,0402
881,3094	36,9661
882,2736	39,615
883,2379	41,1011
884,2021	40,5818
885,1663	37,6705
886,1306	32,8616
887,0948	27,4309
888,0590	22,8466
889,0233	20,2882
889,9875	20,5424
890,9517	24,0576
891,9160	30,8856
892,8802	40,378
893,8444	50,7551
894,8087	59,1347
895,7729	62,7226
896,7371	60,5801
897,7014	54,215
898,6656	46,6253
899,6298	40,943
900,5941	39,2364
901,5583	41,5394
902,5225	45,7789
903,4868	49,0819
904,4510	49,4782
905,4152	46,6806
906,3795	41,825
907,3437	36,7514
